date,suffer,treatdiff,country,auth,pure,math,cared,unfair,betray,trad,disgust,cruel,rights,loyal,chaos,god,free,restrict,decide,account,merits,punish,reward,viol,killed,harmed,age,gender,edu,polviews,polviews_full,not_loyal,respect_authority,indecent,compassio,gov_fair,proud_country,authority_children,disgust_noharm,good_bad,hurt_animal,justice,loyal_family,men_women,unnatural,kill_human,inherit,team_player,soldier_disobey,chastity,wave,cov_affect,cov_others_worry,cov_worry,cov_quarantine,cov_contag,version,id
2020-02-13,4,5,1,1,2,NA,3,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,Male,mid,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,3,2,2,2,19
2020-02-13,4,5,1,2,1,NA,4,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Female,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,2,4,3,1,2,308
2020-02-13,4,5,0,0,0,NA,5,5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Female,mid,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,37
2020-02-13,4,4,0,0,1,NA,5,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Male,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,64
2020-02-13,4,2,1,0,2,NA,2,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,44
2020-02-13,4,2,1,3,4,NA,4,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,274
2020-02-13,3,4,1,1,1,NA,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,246
2020-02-13,5,5,4,4,5,NA,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,Female,high,conservative,Conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,209
2020-02-13,5,5,2,3,5,NA,4,4,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Male,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,283
2020-02-13,3,4,3,4,2,NA,4,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,Female,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,5,3,5,2,2,2,171
2020-02-13,5,4,1,2,2,NA,4,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,Female,mid,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,174
2020-02-13,2,2,1,1,2,NA,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,Male,mid,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,179
2020-02-13,4,4,1,2,2,NA,4,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,3,3,1,1,2,226
2020-02-13,4,3,0,1,1,NA,4,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,Female,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,228
2020-02-13,2,2,2,2,2,NA,5,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Male,mid,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,NA
2020-02-13,5,5,0,0,5,NA,5,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Female,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,3,3,1,3,2,297
2020-02-13,4,4,3,3,4,NA,4,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,3,4,1,1,2,77
2020-02-13,2,3,4,3,1,NA,2,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Male,mid,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,60
2020-02-13,5,4,1,2,1,NA,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,2,3,3,1,2,30
2020-02-13,5,5,0,1,0,NA,5,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,Female,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,3,3,2,2,2,20
2020-02-13,4,4,2,3,5,NA,4,3,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,Male,mid,conservative,Conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,275
2020-02-13,3,2,1,3,5,NA,3,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,Male,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,131
2020-02-13,5,5,2,3,1,NA,4,5,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,Male,mid,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,5
2020-02-13,5,4,0,2,2,NA,4,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Male,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,148
2020-02-13,2,3,2,2,4,NA,4,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Female,high,conservative,Conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,92
2020-02-13,3,4,2,2,0,NA,5,5,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Male,mid,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,3,1,2,2,239
2020-02-13,5,5,0,2,1,NA,5,5,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,Female,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,57
2020-02-13,2,3,1,2,3,NA,3,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Female,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,2,3,1,1,2,98
2020-02-13,5,5,1,1,1,NA,5,5,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,138
2020-02-13,3,3,0,0,0,NA,3,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Male,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,2,80
2020-02-13,0,4,3,4,0,NA,0,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Male,high,conservative,Conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,1,5,1,1,1,2,191
2020-02-13,2,4,0,3,2,NA,2,3,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Male,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,4,2,1,1,2,287
2020-02-13,5,5,3,3,3,NA,5,5,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,Male,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,3,3,1,2,2,165
2020-02-13,4,5,1,0,0,NA,5,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,3,1,1,2,324
2020-02-13,NA,NA,1,2,4,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Female,mid,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,2,1,1,3,110
2020-02-13,NA,NA,0,1,3,NA,NA,NA,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,2,1,1,3,67
2020-02-13,NA,NA,1,2,2,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,3,234
2020-02-13,NA,NA,0,1,1,NA,NA,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,3,109
2020-02-13,NA,NA,2,2,1,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,Male,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,3,278
2020-02-13,NA,NA,3,5,5,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Female,high,conservative,Conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,2,4,3,3,3,74
2020-02-13,NA,NA,0,0,1,NA,NA,NA,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Male,mid,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,2,3,1,1,3,181
2020-02-13,NA,NA,0,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,2,1,1,3,96
2020-02-13,NA,NA,0,0,4,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Male,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,3,254
2020-02-13,NA,NA,4,4,3,NA,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,5,3,3,3,3,273
2020-02-13,NA,NA,1,2,3,NA,NA,NA,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Male,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,3,102
2020-02-13,NA,NA,1,3,4,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Female,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,3,312
2020-02-13,NA,NA,1,2,2,NA,NA,NA,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Female,mid,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,3,180
2020-02-13,NA,NA,3,3,3,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Female,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,2,2,3,1,3,144
2020-02-13,NA,NA,1,2,2,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,3,304
2020-02-13,NA,NA,1,1,5,NA,NA,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Male,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,1,5,1,1,1,3,76
2020-02-13,NA,NA,3,3,3,NA,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,Male,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,2,4,3,3,3,325
2020-02-13,NA,NA,0,1,3,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,Male,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,3,81
2020-02-13,NA,NA,3,4,4,NA,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,Female,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,4,2,1,1,3,21
2020-02-13,NA,NA,0,1,3,NA,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Male,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,1,5,1,1,1,3,150
2020-02-13,NA,NA,0,1,1,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,Male,high,conservative,Conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,4,2,1,1,3,134
2020-02-13,NA,NA,0,4,1,NA,NA,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,Male,high,conservative,Conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,3,12
2020-02-13,NA,NA,0,1,1,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,Female,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,5,2,1,1,3,75
2020-02-13,NA,NA,1,0,1,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Female,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,3,164
2020-02-13,NA,NA,2,4,5,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,Female,high,conservative,Conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,1,3,1,3,1,3,285
2020-02-13,NA,NA,2,2,2,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,Do not wish to disclose,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,2,1,1,3,293
2020-02-13,NA,NA,2,2,3,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,2,1,1,3,290
2020-02-13,NA,NA,0,0,0,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,3,25
2020-02-14,NA,NA,NA,3,3,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Female,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,3,4,2,1,1,5,85
2020-02-14,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,Male,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,3,1,1,5,211
2020-02-14,NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Male,mid,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,123
2020-02-14,NA,NA,NA,2,1,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,4,2,1,2,5,161
2020-02-14,NA,NA,NA,4,5,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,261
2020-02-14,NA,NA,NA,2,3,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Female,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,317
2020-02-14,NA,NA,NA,4,4,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,Female,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,193
2020-02-14,NA,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,Male,high,liberal,Extremely liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,4,3,1,1,5,106
2020-02-14,NA,NA,NA,4,4,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Female,mid,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,330
2020-02-14,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,Female,high,moderate,Moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,215
2020-02-14,NA,NA,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Female,high,conservative,Extremely conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,115
2020-02-14,NA,NA,NA,3,4,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Male,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,89
2020-02-14,NA,NA,NA,3,4,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,Female,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,3,4,1,2,5,101
2020-02-14,NA,NA,NA,2,3,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Male,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,34
2020-02-14,NA,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,2,3,3,1,1,5,49
2020-02-14,NA,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,Female,high,liberal,Slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,173
2020-02-14,NA,NA,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Male,high,conservative,Slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,NA,NA,NA,NA,NA,5,168
2020-02-14,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,Male,high,liberal,Liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t1,4,3,3,1,1,5,169
